Education,Marital_Status,Income,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Age,Spent,Living_With,Children,Total_Purchases,Total_Campaign,Cluster
2,2,69932.0,97,412,172,153,150,105,57,60,896,0,1,26,0,2
2,4,44503.0,83,31,1,8,0,0,8,52,40,0,2,7,0,0
4,4,60200.0,3,502,19,132,0,6,26,76,553,0,1,25,0,0
2,2,49638.0,71,18,10,3,3,5,0,72,36,0,1,5,0,0
0,4,23830.0,3,1,8,6,4,8,16,37,37,0,0,5,0,0
3,6,33051.0,15,100,71,243,108,94,219,65,592,0,0,21,0,2
2,3,72905.0,52,407,114,445,181,165,203,66,1070,1,0,20,1,3
4,5,69702.0,8,664,9,240,50,19,57,73,799,1,1,26,0,3
2,2,70300.0,89,1045,61,338,60,46,46,49,1258,0,1,26,0,2
4,3,70643.0,66,1218,107,304,23,143,33,40,1524,1,0,18,0,3
4,3,30396.0,22,15,0,6,0,1,12,55,28,1,1,6,1,1
4,2,50616.0,56,128,0,16,0,1,4,56,133,0,1,10,0,0
3,4,62772.0,74,581,49,157,43,8,108,55,789,0,1,23,1,2
4,4,30298.0,48,6,3,12,6,1,0,39,16,0,0,6,0,0
2,4,52413.0,67,185,8,133,56,56,12,40,317,0,1,17,0,0
4,3,44155.0,24,22,1,9,0,0,14,67,37,1,2,5,0,1
4,2,86979.0,67,584,100,835,65,83,35,53,867,0,0,16,1,2
2,5,76532.0,38,355,30,177,90,138,30,49,643,1,2,25,0,3
2,3,42081.0,86,175,10,110,54,6,27,42,272,1,1,15,1,1
4,3,67546.0,90,864,134,768,150,38,172,36,1358,1,0,20,0,3
3,5,88420.0,87,957,153,612,99,95,153,35,1457,1,0,20,3,3
2,3,31158.0,62,25,6,16,20,0,5,39,56,1,1,7,0,1
2,2,61671.0,23,641,7,56,0,0,28,56,676,0,1,28,2,2
2,4,69719.0,99,273,86,208,177,14,43,50,593,0,0,11,0,2
2,2,49160.0,29,122,21,43,25,10,15,75,193,0,1,12,0,0
1,5,24882.0,52,1,4,10,29,0,36,46,70,1,1,5,1,1
4,4,90933.0,90,1020,31,430,62,63,79,70,1255,0,0,15,1,2
4,4,113734.0,9,6,2,3,1,262,3,79,274,0,0,27,0,2
4,5,59292.0,71,378,14,68,19,14,14,74,439,1,1,18,0,1
4,3,45759.0,13,42,1,18,3,0,4,60,50,1,2,7,0,1
2,4,22148.0,16,15,5,14,0,4,11,41,35,0,0,5,0,0
3,3,73395.0,94,272,7,80,20,7,11,37,317,1,0,15,0,1
2,2,29819.0,77,9,1,24,2,1,2,53,15,0,1,9,0,0
2,3,45688.0,20,279,0,18,0,0,9,56,288,1,1,14,1,1
2,3,62820.0,51,398,61,265,138,61,53,70,711,1,0,14,0,3
4,3,60491.0,81,637,47,237,12,19,76,53,791,1,1,28,0,3
2,5,33235.0,71,45,0,16,2,1,6,38,54,1,1,7,0,1
2,3,35701.0,36,21,1,9,7,3,5,65,37,1,0,5,0,1
3,3,31535.0,95,15,4,13,0,0,19,44,38,1,1,5,1,1
0,5,92556.0,32,493,183,352,184,23,28,64,911,1,0,21,0,3
2,4,67384.0,32,957,40,175,158,53,107,54,1315,0,1,22,1,2
3,5,80573.0,85,829,138,430,60,92,15,53,1134,1,0,24,0,3
2,3,77870.0,93,1017,50,500,65,50,133,57,1315,1,1,18,2,3
4,6,52278.0,24,953,0,71,0,0,174,61,1127,0,1,31,0,2
2,4,57107.0,44,159,0,120,0,0,137,56,296,0,1,23,2,0
2,3,18929.0,15,32,0,8,23,4,18,34,77,1,0,6,0,1
4,4,36038.0,82,23,0,15,0,2,7,43,32,0,1,8,0,0
2,4,20180.0,27,18,42,24,15,20,18,48,113,0,0,8,0,0
4,5,34230.0,72,15,0,4,0,0,2,59,17,1,2,4,0,1
0,4,31878.0,7,23,4,5,10,5,23,47,65,0,1,6,0,0
0,3,70932.0,57,200,193,100,46,185,185,52,809,1,1,22,0,3
2,4,91249.0,84,1324,27,119,71,108,27,68,1557,0,0,22,4,2
3,4,77598.0,53,1193,33,281,129,66,33,81,1454,0,0,26,1,2
2,4,80982.0,48,505,137,401,104,22,22,65,790,0,2,30,0,2
3,3,22701.0,2,2,4,9,0,4,5,47,15,1,1,5,0,1
4,3,55212.0,65,1103,0,45,0,0,34,55,1137,1,1,20,2,3
2,3,70617.0,45,353,61,753,40,46,27,54,527,1,0,14,0,3
2,4,64849.0,42,652,48,350,94,84,108,67,986,0,0,19,0,2
3,3,62694.0,29,379,6,157,25,91,91,59,592,1,2,24,0,1
4,3,61917.0,83,46,4,36,2,2,1,50,55,1,2,7,0,1
4,3,67472.0,93,162,31,127,8,17,69,77,287,1,1,15,0,1
3,3,21059.0,40,8,3,19,3,3,8,42,25,1,1,9,0,1
3,3,29543.0,47,17,3,18,3,4,18,56,45,1,2,8,0,1
2,3,75903.0,50,340,108,185,130,38,100,73,716,1,1,23,0,3
0,5,34984.0,40,8,4,15,3,5,3,49,23,1,2,6,0,1
4,4,54998.0,3,154,22,202,39,30,8,68,253,0,1,20,0,0
4,6,54356.0,62,710,15,30,20,0,0,75,745,0,1,24,0,2
3,3,34242.0,25,8,2,4,0,0,1,65,11,1,1,4,0,1
2,3,25410.0,48,2,2,4,13,13,4,51,34,1,1,6,0,1
4,3,73356.0,56,1050,14,322,0,14,112,40,1190,1,0,22,3,3
2,5,28320.0,68,19,1,14,3,2,4,74,29,1,1,5,0,1
2,4,23763.0,64,22,0,6,6,2,6,47,36,0,1,5,0,0
2,3,72570.0,67,274,83,216,151,141,224,40,873,1,0,23,0,3
3,3,34529.0,94,68,6,38,3,6,41,48,124,1,1,9,0,1
2,6,70792.0,82,344,45,654,104,11,114,73,618,0,0,19,0,2
2,3,63211.0,3,145,193,459,205,26,145,42,714,1,0,20,0,3
3,3,83891.0,24,217,38,350,111,85,15,50,466,1,1,22,0,3
2,4,36065.0,54,18,7,34,10,2,3,56,40,0,2,9,0,0
2,5,39898.0,20,69,8,26,12,7,12,70,108,1,1,9,0,1
4,4,51141.0,96,144,0,7,0,0,6,84,150,0,0,9,0,0
2,3,56939.0,19,256,34,103,90,29,49,48,458,1,1,18,0,1
2,4,80872.0,60,483,72,567,94,12,108,73,769,0,0,19,0,2
4,5,72335.0,2,1285,105,653,28,21,0,48,1439,1,0,23,0,3
4,4,61798.0,13,338,4,89,11,8,13,60,374,0,0,16,0,0
4,6,76842.0,37,605,10,345,84,54,32,74,785,0,0,17,0,2
2,5,29478.0,59,8,0,7,3,1,1,48,13,1,1,5,0,1
2,4,46998.0,55,172,41,86,45,6,27,68,291,0,1,18,1,0
2,4,96843.0,60,448,71,951,40,17,17,34,593,0,0,28,1,2
4,6,56551.0,48,67,4,32,17,2,16,74,106,0,2,10,0,0
3,3,70053.0,38,512,53,98,81,179,89,59,914,1,1,26,0,3
4,6,71670.0,8,1462,16,128,0,0,160,62,1638,0,0,15,3,2
2,3,44359.0,19,20,0,14,7,3,1,46,31,1,2,9,0,1
2,4,40887.0,32,50,4,44,10,10,43,72,117,0,2,10,0,0
2,2,48877.0,27,102,1,15,2,0,24,58,129,0,1,8,0,0
2,5,74485.0,58,499,149,815,173,49,49,77,919,1,0,26,0,3
2,5,64474.0,59,381,35,172,56,86,93,52,651,1,1,22,0,3
2,5,77226.0,29,631,43,239,128,76,21,61,899,1,1,28,0,3
2,6,72643.0,60,526,80,553,123,94,53,75,876,0,0,21,1,2
3,5,85738.0,41,913,26,376,17,26,13,46,995,1,0,21,2,3
2,2,55686.0,27,673,0,199,37,47,26,58,783,0,1,16,1,2
2,4,39062.0,28,23,0,9,0,0,12,41,35,0,1,5,1,0
2,5,34600.0,8,199,33,60,8,3,15,53,258,1,2,17,0,1
2,3,40794.0,18,261,23,73,4,23,50,49,361,1,1,16,0,1
0,3,54690.0,76,111,16,37,7,9,18,53,161,1,2,12,0,1
2,3,4428.0,0,16,4,12,2,4,321,55,347,1,1,25,0,1
0,3,32632.0,32,63,151,137,153,19,53,61,439,1,0,18,0,3
4,4,38236.0,2,58,0,18,2,0,10,56,70,0,2,11,0,0
2,3,36781.0,16,29,1,17,0,3,13,45,46,1,1,6,0,1
3,4,31385.0,56,3,2,12,0,1,9,40,15,0,1,4,1,0
2,3,24570.0,97,28,34,62,11,14,44,40,131,1,1,11,0,1
4,2,25509.0,15,40,3,30,10,7,11,50,71,0,1,9,0,0
2,3,94642.0,35,879,143,797,106,143,143,73,1414,1,0,21,2,3
3,3,58646.0,3,62,1,44,6,5,22,62,96,1,1,8,0,1
2,4,53201.0,49,280,7,81,20,0,27,49,334,0,2,22,0,0
2,5,21994.0,4,9,0,6,3,1,3,67,16,1,1,4,0,1
2,3,57113.0,45,182,4,33,0,2,42,46,230,1,2,16,0,1
2,3,51373.0,37,83,2,101,64,26,117,33,292,1,0,12,0,1
2,3,23477.0,39,38,15,54,3,8,29,38,93,1,1,10,0,1
2,3,58116.0,38,228,19,130,4,11,51,68,313,1,1,16,0,1
4,2,72968.0,8,1092,37,592,145,37,55,61,1366,0,0,19,1,2
3,3,39791.0,89,85,15,27,13,13,21,53,147,1,1,10,0,1
3,4,91712.0,47,1276,24,746,94,29,48,77,1471,0,0,27,1,2
2,4,94472.0,75,1017,33,417,108,100,16,66,1274,0,1,16,2,2
2,5,13672.0,86,6,2,9,2,1,5,64,16,1,2,6,0,1
0,3,96547.0,4,448,21,125,52,101,62,44,684,1,0,21,3,3
2,3,79205.0,73,504,23,117,179,28,44,49,778,1,0,16,1,3
4,5,56559.0,46,226,22,133,41,31,31,49,351,1,1,18,0,1
4,3,32644.0,38,239,3,141,0,7,23,51,272,1,1,18,1,1
0,4,67506.0,73,90,38,67,33,36,67,44,264,0,1,12,0,0
2,4,24206.0,66,7,2,8,3,2,3,54,17,0,1,5,0,0
4,2,28420.0,36,4,2,5,2,0,0,57,8,0,1,4,0,0
2,3,22979.0,29,16,17,19,20,21,22,54,96,1,1,10,0,1
2,4,33279.0,29,10,3,3,0,0,0,58,13,0,0,4,0,0
3,4,46423.0,6,68,0,16,0,0,8,52,76,0,2,9,0,0
2,3,30368.0,97,35,0,13,2,0,2,47,39,1,1,7,0,1
2,3,63684.0,61,575,80,428,208,93,80,54,1036,1,1,23,0,3
2,2,41638.0,68,315,0,31,4,0,91,60,410,0,1,17,1,0
4,2,68805.0,73,182,2,49,17,13,20,65,234,0,1,12,0,0
4,5,65814.0,90,561,14,113,10,14,35,58,634,1,1,23,0,3
2,2,71964.0,81,587,51,932,180,34,86,66,938,0,0,17,0,2
2,4,39146.0,1,94,1,33,13,12,12,38,132,0,1,11,0,0
2,5,96876.0,79,908,43,735,40,194,21,47,1206,1,0,24,3,3
1,3,34445.0,92,228,122,122,208,129,30,43,717,1,0,27,0,3
2,4,68281.0,31,995,112,417,42,48,41,66,1238,0,0,25,0,2
0,3,37284.0,46,11,1,2,2,1,6,49,21,1,2,4,0,1
2,3,36790.0,14,3,3,14,15,21,10,41,52,1,0,6,0,1
2,5,27943.0,89,12,1,16,4,1,3,57,21,1,2,8,0,1
2,2,22263.0,31,17,0,2,0,0,2,73,19,0,2,6,0,0
2,5,30261.0,75,8,0,5,0,3,6,52,17,1,3,4,0,1
2,5,28587.0,42,22,4,17,12,10,13,46,61,1,1,9,0,1
3,3,43815.0,53,14,10,29,4,7,15,42,50,1,1,6,0,1
2,3,48195.0,53,106,27,68,52,7,5,68,197,1,2,17,0,1
3,3,77027.0,23,820,57,242,45,0,11,72,933,1,1,19,0,3
4,3,71322.0,57,753,43,226,69,10,204,59,1079,1,1,28,0,3
3,3,32765.0,49,13,3,17,7,3,3,45,29,1,1,8,0,1
2,5,29672.0,6,9,1,3,0,4,8,59,22,1,2,4,0,1
2,2,23272.0,29,19,3,6,4,2,12,71,40,0,0,5,0,0
3,5,49912.0,5,520,8,223,32,49,42,75,651,1,1,26,1,3
0,5,7500.0,98,5,17,17,13,14,34,39,83,1,1,10,0,1
4,6,68117.0,80,618,44,215,0,17,36,77,715,0,1,25,1,2
2,3,67225.0,4,315,35,322,46,7,143,69,546,1,1,23,0,3
2,3,17649.0,70,15,1,23,0,5,1,48,22,1,1,9,0,1
2,5,55914.0,32,384,60,364,119,101,232,49,896,1,1,29,0,3
2,3,40059.0,82,110,29,92,28,10,145,40,322,1,1,12,1,1
2,5,60905.0,27,208,17,76,36,17,38,74,316,1,1,15,0,1
2,3,75330.0,94,555,82,257,93,61,61,47,852,1,2,29,0,3
2,4,60689.0,23,240,90,216,63,6,24,73,423,0,1,22,0,2
2,3,38680.0,97,11,0,36,15,5,12,40,43,1,1,6,0,1
2,5,61416.0,25,848,154,323,201,61,78,42,1342,1,0,24,1,3
2,4,49767.0,92,202,47,197,55,42,149,33,495,0,0,18,0,2
2,4,83273.0,98,433,89,650,16,102,102,54,742,0,3,29,0,2
2,3,29009.0,19,6,6,15,10,5,2,43,29,1,1,7,0,1
3,3,45057.0,80,37,0,7,3,0,3,45,43,1,1,6,0,1
2,3,37150.0,80,167,37,64,49,34,116,53,403,1,1,21,0,1
2,4,43020.0,79,45,7,99,4,25,43,54,124,0,1,12,0,0
2,3,53154.0,50,129,0,21,0,1,7,65,137,1,1,9,0,1
2,3,65308.0,60,713,0,264,120,80,34,51,947,1,0,28,2,3
2,4,76467.0,44,676,161,426,210,44,58,54,1149,0,1,14,0,2
0,3,81044.0,0,450,26,535,73,98,26,77,673,1,0,22,0,3
2,3,32871.0,28,22,2,12,0,2,5,73,31,1,2,5,0,1
2,4,55801.0,35,367,4,51,6,4,95,49,476,0,2,21,1,0
2,6,76320.0,49,526,35,214,69,53,35,65,718,0,1,15,0,2
3,4,36927.0,46,51,0,16,0,0,4,69,55,0,2,8,0,0
2,5,48794.0,97,25,0,11,3,0,15,71,43,1,2,5,0,1
2,4,23478.0,51,28,6,27,12,17,39,59,102,0,0,7,0,0
2,2,71128.0,80,958,159,447,20,0,31,51,1168,0,1,27,0,2
4,2,70179.0,10,532,88,168,69,44,133,48,866,0,1,26,0,2
2,3,59462.0,29,724,17,143,0,8,196,74,945,1,1,25,0,3
3,5,51381.5,52,375,42,48,94,66,96,55,673,1,2,25,0,3
2,5,38361.0,74,39,0,56,20,8,14,55,81,1,1,10,0,1
4,4,51381.5,82,23,0,15,0,2,7,43,32,0,1,8,0,0
4,5,70038.0,54,587,54,348,71,54,130,42,896,1,0,17,0,3
2,5,42554.0,93,29,1,11,0,0,0,46,30,1,2,7,0,1
2,3,67445.0,63,757,80,217,29,80,11,50,957,1,1,32,0,3
2,6,67046.0,92,544,35,133,23,151,107,73,860,0,1,15,0,2
2,3,42192.0,40,40,15,15,17,6,7,76,85,1,0,7,0,1
4,3,77610.0,70,1245,33,332,21,33,16,72,1348,1,1,17,0,3
2,3,31761.0,96,19,1,20,16,14,28,40,78,1,1,9,0,1
2,5,34350.0,81,16,3,15,2,1,11,45,33,1,1,5,0,1
2,5,54591.0,63,376,4,94,12,9,24,75,425,1,1,19,0,1
2,3,71866.0,85,184,178,178,103,39,33,68,537,1,1,20,0,3
2,3,25293.0,51,15,0,11,0,2,9,55,26,1,1,5,0,1
4,4,42000.0,23,124,83,267,85,59,35,37,386,0,0,20,0,2
2,3,69520.0,95,627,120,414,121,80,93,41,1041,1,0,21,0,3
2,2,64713.0,11,180,60,241,13,54,54,54,361,0,1,19,0,0
3,3,27889.0,42,14,0,4,0,0,8,47,22,1,1,5,0,1
1,6,22123.0,77,3,3,24,34,7,31,64,78,0,0,7,0,0
2,3,51381.5,82,71,1,16,0,0,9,53,81,1,2,10,0,1
3,5,51381.5,83,161,0,22,0,0,24,70,185,1,1,11,0,1
2,3,27803.0,40,8,26,46,38,9,49,51,130,1,1,9,0,1
2,4,51381.5,95,264,0,21,12,6,147,69,429,0,1,15,0,0
2,3,51651.0,32,293,6,23,13,6,92,64,410,1,1,17,0,1
2,3,68487.0,48,758,12,385,33,89,89,36,981,1,0,30,0,3
3,6,51381.5,75,532,126,490,164,126,126,81,1074,0,0,22,1,2
2,3,56796.0,24,656,38,161,62,47,37,55,840,1,1,27,0,3
0,3,87000.0,61,196,25,607,67,17,49,32,354,1,0,18,0,3
2,3,79823.0,6,835,73,380,114,73,43,65,1138,1,1,23,1,3
2,4,30828.0,16,16,11,15,2,0,12,44,41,0,1,8,0,0
3,3,34109.0,39,9,1,5,2,1,4,53,17,1,1,4,0,1
3,2,53367.0,2,229,7,140,10,3,11,50,260,0,2,21,0,0
1,5,22390.0,49,0,1,4,15,1,5,55,22,1,0,4,0,1
2,5,71322.0,31,121,24,124,24,15,42,48,226,1,1,13,0,1
2,0,79244.0,58,471,102,125,212,61,245,31,1091,0,0,22,2,2
3,5,49912.0,5,520,8,223,32,49,42,75,651,1,1,26,1,3
4,3,48699.0,90,26,1,10,2,0,1,74,30,1,2,5,0,1
2,5,80144.0,47,240,132,445,250,192,108,49,922,1,0,19,0,3
2,4,54252.0,25,178,4,26,8,4,44,68,238,0,2,15,0,0
3,3,81929.0,60,1486,55,278,49,0,185,48,1775,1,1,20,2,3
2,3,76068.0,67,1115,12,128,33,12,76,49,1248,1,1,10,2,3
3,3,53204.0,40,29,0,8,2,0,6,48,37,1,2,5,0,1
4,5,67911.0,63,529,0,356,63,28,0,75,620,1,1,27,0,3
0,3,14796.0,1,13,3,8,7,4,16,40,43,1,1,6,0,1
4,3,78128.0,89,934,24,230,16,24,36,50,1034,1,1,20,2,3
1,3,14188.0,40,2,7,11,16,12,27,52,64,1,0,7,0,1
1,3,20425.0,5,4,12,5,3,16,17,38,52,1,1,7,0,1
3,3,58646.0,3,62,1,44,6,5,22,62,96,1,1,8,0,1
2,2,72967.0,1,158,35,179,0,0,125,54,318,0,1,19,1,0
3,3,48150.0,24,173,2,39,3,2,47,75,227,1,1,13,0,1
2,4,82332.0,89,830,59,968,51,79,19,63,1038,0,0,21,1,2
2,6,58275.0,48,189,10,253,56,43,64,69,362,0,2,23,0,0
4,5,44953.0,31,728,17,133,11,8,124,43,888,1,0,24,1,3
2,5,34587.0,68,7,2,9,2,0,2,71,13,1,2,6,0,1
3,5,43018.0,46,35,4,17,7,6,64,50,116,1,1,7,0,1
3,3,45736.0,92,188,3,180,20,3,43,70,257,1,1,19,0,1
3,5,66476.0,80,742,28,152,25,9,57,55,861,1,1,26,0,3
0,3,27733.0,16,0,7,5,26,2,17,43,52,1,1,7,0,1
4,5,69805.0,50,750,71,174,13,10,20,72,864,1,1,27,0,3
3,4,72217.0,93,816,42,450,55,56,154,62,1123,0,0,22,0,2
2,2,25818.0,51,5,2,8,2,2,9,53,20,0,1,4,0,0
3,5,37509.0,24,37,5,56,12,8,5,48,67,1,1,9,0,1
0,5,25176.0,79,4,0,4,0,0,5,48,9,1,2,4,0,1
2,3,43586.0,26,99,2,11,4,0,16,44,121,1,1,10,0,1
0,3,53230.0,86,176,72,98,136,21,229,68,634,1,1,23,0,3
2,5,50116.0,68,54,0,10,0,0,2,67,56,1,2,7,1,1
2,5,84906.0,98,997,15,414,99,30,76,52,1217,1,0,24,3,3
2,3,61286.0,34,356,0,107,19,9,117,58,501,1,1,18,0,1
4,3,82333.0,60,1311,0,359,46,89,17,38,1463,1,0,18,1,3
4,5,65220.0,3,890,63,292,0,25,12,59,990,1,0,23,0,3
2,5,33590.0,65,4,0,2,0,0,2,50,6,1,3,4,0,1
2,2,30992.0,83,17,0,14,7,3,2,48,29,0,1,5,0,0
3,4,72309.0,64,960,0,883,50,38,0,48,1048,0,0,20,1,2
4,3,156924.0,85,2,1,2,1,1,1,75,6,1,0,0,0,1
1,3,16005.0,69,1,3,2,20,30,47,44,101,1,1,8,0,1
3,0,65487.0,48,240,67,500,199,0,163,67,669,0,0,17,0,2
2,3,58692.0,21,301,11,61,4,7,11,59,334,1,1,15,0,1
2,6,40590.0,30,154,0,50,6,11,37,55,208,0,2,15,1,0
2,4,20587.0,39,2,3,6,4,1,9,54,19,0,1,5,0,0
3,2,62637.0,76,104,12,48,4,12,5,70,137,0,1,10,0,0
3,2,29435.0,11,70,3,37,4,2,64,58,143,0,2,11,0,0
2,2,19346.0,26,2,0,9,3,6,2,50,13,0,1,5,0,0
2,3,35788.0,34,23,2,11,3,1,4,53,33,1,2,7,0,1
2,2,36997.0,72,43,4,12,8,0,27,56,82,0,2,12,0,0
2,3,23539.0,13,4,24,11,16,1,25,67,70,1,0,7,0,1
2,4,65333.0,58,654,7,92,0,15,30,51,706,0,1,28,2,2
2,4,78499.0,12,912,72,170,47,36,97,67,1164,0,0,19,1,2
4,5,29732.0,23,25,0,8,0,1,4,53,30,1,1,5,0,1
3,5,41275.0,33,24,4,22,0,2,9,64,39,1,3,11,0,1
4,5,63516.0,30,141,11,114,15,14,5,51,186,1,2,16,0,1
4,3,42769.0,15,71,0,13,3,1,0,62,75,1,1,8,0,1
3,3,49572.0,25,35,1,16,0,1,1,66,38,1,2,7,0,1
2,3,69209.0,4,496,32,849,229,48,128,52,933,1,0,16,1,3
2,3,17148.0,80,9,9,11,13,10,16,48,57,1,1,11,0,1
2,6,40590.0,30,154,0,50,6,11,37,55,208,0,2,15,1,0
3,5,30560.0,6,9,1,5,4,5,7,48,26,1,1,5,0,1
0,3,32146.0,16,26,3,23,4,7,3,41,43,1,1,8,0,1
0,2,41713.0,57,77,8,44,10,10,25,60,130,0,2,13,0,0
3,5,34176.0,9,11,2,7,4,2,2,49,21,1,1,5,0,1
4,3,58482.0,59,576,7,115,19,7,7,69,616,1,1,22,1,3
2,4,59686.0,78,89,15,89,34,42,5,59,185,0,1,12,0,0
4,3,60896.0,90,1013,30,399,60,46,153,60,1302,1,1,26,0,3
2,5,62994.0,74,224,12,48,4,12,12,44,264,1,1,13,0,1
2,5,47320.0,10,200,19,111,50,15,19,67,303,1,1,20,0,1
0,6,74859.0,63,570,73,614,133,102,73,75,951,0,0,23,1,2
1,4,15253.0,13,1,3,3,8,1,13,32,26,0,1,6,0,0
4,4,31560.0,98,62,1,20,4,0,7,50,74,0,1,8,0,0
2,2,72071.0,4,531,69,300,150,138,150,70,1038,0,1,20,0,2
3,4,91172.0,94,162,28,818,0,28,56,34,274,0,0,14,4,2
2,3,90000.0,91,675,144,133,94,192,241,40,1346,1,0,18,3,3
2,4,41967.0,66,23,4,10,0,2,15,43,44,0,2,5,0,0
2,4,69263.0,14,492,5,32,13,5,21,59,536,0,1,18,1,0
0,2,65706.0,77,918,10,129,13,0,129,54,1070,0,0,27,3,2
2,5,60934.0,41,224,155,155,192,93,54,49,718,1,1,23,0,3
2,3,71965.0,21,572,19,286,50,38,248,73,927,1,1,17,0,3
2,3,65210.0,25,626,0,70,0,7,28,69,661,1,1,22,2,3
4,3,79174.0,2,1074,37,518,193,92,129,49,1525,1,0,19,2,3
3,2,81380.0,51,741,68,689,224,68,103,57,1204,0,0,17,0,2
4,7,48432.0,3,322,3,50,4,3,42,51,374,0,1,19,0,0
2,3,52914.0,32,254,10,44,30,10,227,53,531,1,1,15,1,1
2,5,38946.0,84,116,6,82,6,6,41,69,175,1,1,12,0,1
2,3,26067.0,49,22,2,18,0,2,12,50,38,1,1,9,0,1
4,3,44325.0,69,516,0,21,0,0,5,52,521,1,1,21,1,1
2,3,42523.0,96,14,36,11,3,26,35,60,114,1,0,7,0,1
1,4,26487.0,23,2,8,10,12,14,23,46,59,0,1,9,0,0
0,3,53233.0,18,28,0,9,3,0,0,67,31,1,1,5,0,1
2,3,67716.0,8,530,142,217,62,9,56,64,799,1,1,28,1,3
3,3,76234.0,21,519,50,167,130,0,41,52,740,1,1,23,1,3
4,3,84117.0,60,611,76,749,59,45,26,68,817,1,0,24,1,3
3,5,65487.0,48,240,67,500,199,0,163,67,669,1,0,17,0,3
1,3,25224.0,36,4,9,12,11,2,8,52,34,1,1,7,0,1
3,4,89616.0,36,671,47,655,145,111,15,41,989,0,0,25,0,2
2,2,40851.0,63,23,1,7,0,4,24,53,52,0,2,5,0,0
2,3,27469.0,2,9,1,2,3,2,0,77,15,1,0,4,0,1
0,3,82347.0,38,556,54,845,202,133,63,67,1008,1,0,25,2,3
2,3,73803.0,61,833,80,363,52,26,174,67,1165,1,1,22,1,3
3,4,8820.0,52,12,0,13,4,2,4,72,22,0,2,10,0,0
2,4,43322.0,25,56,7,48,10,2,18,50,93,0,0,8,0,0
2,5,55593.0,63,293,8,124,11,4,106,51,422,1,1,17,1,1
2,3,50501.0,10,297,0,38,13,0,152,70,462,1,2,20,1,1
2,3,37085.0,65,39,1,16,2,0,3,49,45,1,2,10,0,1
1,4,16185.0,71,5,11,16,21,8,45,34,90,0,1,8,0,0
2,4,57731.0,0,266,21,300,65,8,44,55,404,0,1,26,0,0
4,7,48432.0,3,322,3,50,4,3,42,51,374,0,1,19,0,0
2,3,73807.0,88,366,124,156,71,78,54,46,693,1,1,23,0,3
2,3,18929.0,15,32,0,8,23,4,18,34,77,1,0,6,0,1
2,4,35893.0,80,158,0,23,0,0,18,56,176,0,2,15,0,0
2,3,61014.0,17,269,129,495,182,43,29,44,652,1,1,20,0,3
2,5,32144.0,76,41,0,10,0,0,3,70,44,1,2,10,1,1
1,5,14918.0,52,3,3,3,15,4,15,61,40,1,1,5,0,1
2,2,45146.0,28,33,0,5,0,0,15,61,48,0,2,6,0,0
0,2,41769.0,31,302,29,131,32,0,27,69,390,0,1,22,0,0
2,5,88325.0,42,519,71,860,93,27,53,43,763,1,0,18,0,3
3,2,38054.0,24,23,2,17,2,1,0,74,28,0,2,7,0,0
0,4,80617.0,42,594,51,631,72,55,32,29,804,0,0,19,0,2
2,3,5305.0,12,12,4,7,1,3,5,48,25,1,1,1,0,1
2,5,36807.0,88,4,2,5,0,0,5,70,11,1,2,4,0,1
2,5,28427.0,67,18,3,19,3,3,6,41,33,1,1,7,0,1
4,6,82032.0,54,332,194,377,149,125,57,76,857,0,0,17,0,2
2,5,22775.0,40,5,1,8,0,0,1,46,7,1,1,4,0,1
3,5,40101.0,73,171,3,129,26,24,62,39,286,1,1,17,0,1
2,3,58025.0,81,270,31,88,11,48,22,45,382,1,1,18,0,1
3,4,75777.0,12,712,26,538,69,13,80,42,900,0,0,21,2,2
0,5,7500.0,7,2,8,11,3,8,21,45,42,1,1,11,0,1
3,3,33562.0,33,21,12,12,0,3,3,61,39,1,3,9,0,1
4,4,57642.0,24,580,6,58,8,0,27,54,621,0,1,22,1,2
2,5,58554.0,55,368,24,68,38,0,88,56,518,1,2,22,0,1
2,3,63777.0,87,457,5,106,15,17,53,45,547,1,2,26,0,1
2,4,57967.0,39,229,7,137,4,0,91,62,331,0,1,19,0,0
0,5,51381.5,53,32,2,1607,12,4,22,46,72,1,0,1,1,1
2,3,24434.0,9,3,2,8,20,0,17,52,42,1,2,7,0,1
2,4,11012.0,82,24,3,26,7,1,23,40,58,0,1,9,1,0
3,4,44802.0,71,853,10,143,13,10,20,54,906,0,0,27,0,2
2,4,26816.0,50,5,1,6,3,4,3,38,16,0,0,4,0,0
2,3,34421.0,81,3,3,7,6,2,9,50,23,1,1,4,0,1
2,3,61223.0,46,709,43,182,42,118,247,57,1159,1,1,18,0,3
4,5,64014.0,56,406,0,30,0,0,8,78,414,1,3,22,1,1
2,2,56981.0,91,908,48,217,32,12,24,43,1024,0,0,19,1,2
3,5,69245.0,8,428,30,214,80,30,61,68,629,1,1,23,0,3
4,3,52869.0,40,84,3,61,2,1,21,70,111,1,2,11,0,1
